"","ens_gene_5"
"1068","ENSG00000135870"
"1069","ENSG00000236535"
"1070","ENSG00000152061"
"1071","ENSG00000203737"
"1072","ENSG00000116161"
"1073","ENSG00000120333"
"1074","ENSG00000116147"
"1075","ENSG00000227740"
"1076","ENSG00000143207"
"1077","ENSG00000252906"
"1078","ENSG00000236021"
"1079","ENSG00000075391"
"1080","ENSG00000213057"
"1081","ENSG00000116191"
"1082","ENSG00000116199"
"1083","ENSG00000186283"
"1084","ENSG00000143322"
"1085","ENSG00000057252"
"1086","ENSG00000169905"
"1087","ENSG00000272906"
"1088","ENSG00000143337"
"1089","ENSG00000135837"
"1090","ENSG00000235145"
"1091","ENSG00000116260"
"1092","ENSG00000230124"
"1093","ENSG00000143324"
"1094","ENSG00000243155"
"1095","ENSG00000232586"
"1096","ENSG00000135823"
"1097","ENSG00000153029"
"1098","ENSG00000162783"
"1099","ENSG00000135821"
"1100","ENSG00000135828"
"1101","ENSG00000135824"
"1102","ENSG00000135838"
"1103","ENSG00000135829"
"1104","ENSG00000135862"
"1105","ENSG00000116698"
"1106","ENSG00000116701"
"1107","ENSG00000162704"
"1108","ENSG00000143344"
"1109","ENSG00000198756"
"1110","ENSG00000198860"
"1111","ENSG00000116667"
"1112","ENSG00000116406"
"1113","ENSG00000135842"
"1114","ENSG00000121481"
"1115","ENSG00000121486"
"1116","ENSG00000116668"
"1117","ENSG00000279838"
"1118","ENSG00000116679"
"1119","ENSG00000047410"
"1120","ENSG00000157181"
"1121","ENSG00000262180"
"1122","ENSG00000229739"
"1123","ENSG00000116711"
"1124","ENSG00000150681"
"1125","ENSG00000090104"
"1126","ENSG00000116741"
"1127","ENSG00000234473"
"1128","ENSG00000116750"
"1129","ENSG00000116747"
"1130","ENSG00000272579"
"1131","ENSG00000023572"
"1132","ENSG00000134371"
"1133","ENSG00000066279"
"1134","ENSG00000235748"
"1135","ENSG00000177888"
"1136","ENSG00000213047"
"1137","ENSG00000233040"
"1138","ENSG00000151414"
"1139","ENSG00000081237"
"1140","ENSG00000229989"
"1141","ENSG00000207975"
"1142","ENSG00000233410"
"1143","ENSG00000203721"
"1144","ENSG00000162702"
"1145","ENSG00000118193"
"1146","ENSG00000118197"
"1147","ENSG00000118200"
"1148","ENSG00000163362"
"1149","ENSG00000116852"
"1150","ENSG00000116857"
"1151","ENSG00000159176"
"1152","ENSG00000224536"
"1153","ENSG00000223396"
"1154","ENSG00000198700"
"1155","ENSG00000134375"
"1156","ENSG00000176393"
"1157","ENSG00000143862"
"1158","ENSG00000143851"
"1159","ENSG00000243323"
"1160","ENSG00000077152"
"1161","ENSG00000077157"
"1162","ENSG00000232626"
"1163","ENSG00000236439"
"1164","ENSG00000143858"
"1165","ENSG00000226862"
"1166","ENSG00000117139"
"1167","ENSG00000235449"
"1168","ENSG00000183155"
"1169","ENSG00000117153"
"1170","ENSG00000159346"
"1171","ENSG00000159348"
"1172","ENSG00000163444"
"1173","ENSG00000143847"
"1174","ENSG00000133055"
"1175","ENSG00000133048"
"1176","ENSG00000233791"
"1177","ENSG00000159388"
"1178","ENSG00000058668"
"1179","ENSG00000221643"
"1180","ENSG00000058673"
"1181","ENSG00000257315"
"1182","ENSG00000182004"
"1183","ENSG00000143850"
"1184","ENSG00000158615"
"1185","ENSG00000133056"
"1186","ENSG00000198625"
"1187","ENSG00000174529"
"1188","ENSG00000117222"
"1189","ENSG00000133059"
"1190","ENSG00000235363"
"1191","ENSG00000117266"
"1192","ENSG00000158711"
"1193","ENSG00000069275"
"1194","ENSG00000201944"
"1195","ENSG00000117280"
"1196","ENSG00000276600"
"1197","ENSG00000196550"
"1198","ENSG00000266028"
"1199","ENSG00000263528"
"1200","ENSG00000261000"
"1201","ENSG00000266094"
"1202","ENSG00000279946"
"1203","ENSG00000143486"
"1204","ENSG00000143479"
"1205","ENSG00000162889"
"1206","ENSG00000162894"
"1207","ENSG00000162897"
"1208","ENSG00000123836"
"1209","ENSG00000180667"
"1210","ENSG00000196352"
"1211","ENSG00000203710"
"1212","ENSG00000197721"
"1213","ENSG00000117335"
"1214","ENSG00000234219"
"1215","ENSG00000203709"
"1216","ENSG00000076356"
"1217","ENSG00000196878"
"1218","ENSG00000009790"
"1219","ENSG00000162757"
"1220","ENSG00000117597"
"1221","ENSG00000117625"
"1222","ENSG00000153363"
"1223","ENSG00000170385"
"1224","ENSG00000117650"
"1225","ENSG00000123684"
"1226","ENSG00000143493"
"1227","ENSG00000143476"
"1228","ENSG00000220749"
"1229","ENSG00000066027"
"1230","ENSG00000230063"
"1231","ENSG00000065600"
"1232","ENSG00000117691"
"1233","ENSG00000162772"
"1234","ENSG00000117697"
"1235","ENSG00000203705"
"1236","ENSG00000162769"
"1237","ENSG00000174606"
"1238","ENSG00000136643"
"1239","ENSG00000143499"
"1240","ENSG00000117724"
"1241","ENSG00000136636"
"1242","ENSG00000092978"
"1243","ENSG00000067533"
"1244","ENSG00000143353"
"1245","ENSG00000136628"
"1246","ENSG00000162813"
"1247","ENSG00000067704"
"1248","ENSG00000118873"
"1249","ENSG00000218283"
"1250","ENSG00000213033"
"1251","ENSG00000117791"
"1252","ENSG00000136630"
"1253","ENSG00000143507"
"1254","ENSG00000276997"
"1255","ENSG00000143498"
"1256","ENSG00000154305"
"1257","ENSG00000272750"
"1258","ENSG00000186063"
"1259","ENSG00000162819"
"1260","ENSG00000228106"
"1261","ENSG00000162909"
"1262","ENSG00000143514"
"1263","ENSG00000272645"
"1264","ENSG00000185495"
"1265","ENSG00000278467"
"1266","ENSG00000143756"
"1267","ENSG00000143753"
"1268","ENSG00000143748"
"1269","ENSG00000143771"
"1270","ENSG00000162923"
"1271","ENSG00000185842"
"1272","ENSG00000143815"
"1273","ENSG00000154380"
"1274","ENSG00000143742"
"1275","ENSG00000143819"
"1276","ENSG00000242861"
"1277","ENSG00000196187"
"1278","ENSG00000143811"
"1279","ENSG00000143751"
"1280","ENSG00000163041"
"1281","ENSG00000182827"
"1282","ENSG00000183814"
"1283","ENSG00000143799"
"1284","ENSG00000143772"
"1285","ENSG00000228382"
"1286","ENSG00000143801"
"1287","ENSG00000163050"
"1288","ENSG00000181450"
"1289","ENSG00000143740"
"1290","ENSG00000081692"
"1291","ENSG00000276255"
"1292","ENSG00000143761"
"1293","ENSG00000143793"
"1294","ENSG00000162910"
"1295","ENSG00000143774"
"1296","ENSG00000198835"
"1297","ENSG00000181873"
"1298","ENSG00000154358"
"1299","ENSG00000154370"
"1300","ENSG00000231563"
"1301","ENSG00000168159"
"1302","ENSG00000116574"
"1303","ENSG00000168118"
"1304","ENSG00000237481"
"1305","ENSG00000154429"
"1306","ENSG00000069248"
"1307","ENSG00000135776"
"1308","ENSG00000135801"
"1309","ENSG00000135763"
"1310","ENSG00000143641"
"1311","ENSG00000135775"
"1312","ENSG00000119280"
"1313","ENSG00000143643"
"1314","ENSG00000173409"
"1315","ENSG00000182118"
"1316","ENSG00000143633"
"1317","ENSG00000116906"
"1318","ENSG00000116903"
"1319","ENSG00000010072"
"1320","ENSG00000135766"
"1321","ENSG00000233461"
"1322","ENSG00000116918"
"1323","ENSG00000162946"
"1324","ENSG00000226758"
"1325","ENSG00000116991"
"1326","ENSG00000212916"
"1327","ENSG00000135778"
"1328","ENSG00000135749"
"1329","ENSG00000143674"
"1330","ENSG00000168275"
"1331","ENSG00000059588"
"1332","ENSG00000168264"
"1333","ENSG00000238005"
"1334","ENSG00000258082"
"1335","ENSG00000173726"
"1336","ENSG00000207181"
"1337","ENSG00000188739"
"1338","ENSG00000054267"
"1339","ENSG00000152904"
"1340","ENSG00000116957"
"1341","ENSG00000162885"
"1342","ENSG00000168243"
"1343","ENSG00000143669"
"1344","ENSG00000222831"
"1345","ENSG00000077585"
"1346","ENSG00000086619"
"1347","ENSG00000116977"
"1348","ENSG00000119285"
"1349","ENSG00000077522"
"1350","ENSG00000116984"
"1351","ENSG00000226498"
"1352","ENSG00000233355"
"1353","ENSG00000091483"
"1354","ENSG00000117009"
"1355","ENSG00000054277"
"1356","ENSG00000203668"
"1357","ENSG00000174371"
"1358","ENSG00000214837"
"1359","ENSG00000143702"
"1360","ENSG00000054282"
"1361","ENSG00000117020"
"1362","ENSG00000179456"
"1363","ENSG00000035687"
"1364","ENSG00000179397"
"1365","ENSG00000121644"
"1366","ENSG00000203667"
"1367","ENSG00000153187"
"1368","ENSG00000272195"
"1369","ENSG00000203666"
"1370","ENSG00000162849"
"1371","ENSG00000185420"
"1372","ENSG00000230184"
"1373","ENSG00000162851"
"1374","ENSG00000162852"
"1375","ENSG00000225300"
"1376","ENSG00000143653"
"1377","ENSG00000260855"
"1378","ENSG00000227953"
"1379","ENSG00000153207"
"1380","ENSG00000277462"
"1381","ENSG00000188295"
"1382","ENSG00000196418"
"1383","ENSG00000215795"
"1384","ENSG00000259865"
"1385","ENSG00000227671"
"1386","ENSG00000252516"
"1387","ENSG00000162714"
"1388","ENSG00000162711"
"1389","ENSG00000175137"
"1390","ENSG00000171161"
"1391","ENSG00000171163"
"1392","ENSG00000185220"
"1393","ENSG00000035115"
"1394","ENSG00000143727"
"1395","ENSG00000228643"
"1396","ENSG00000151353"
"1397","ENSG00000032389"
"1398","ENSG00000224885"
"1399","ENSG00000171853"
"1400","ENSG00000182551"
"1401","ENSG00000171865"
"1402","ENSG00000234171"
"1403","ENSG00000171863"
"1404","ENSG00000134326"
"1405","ENSG00000134321"
"1406","ENSG00000151692"
"1407","ENSG00000115738"
"1408","ENSG00000134313"
"1409","ENSG00000119185"
"1410","ENSG00000119203"
"1411","ENSG00000134330"
"1412","ENSG00000151694"
"1413","ENSG00000134308"
"1414","ENSG00000115750"
"1415","ENSG00000269973"
"1416","ENSG00000134317"
"1417","ENSG00000171848"
"1418","ENSG00000284681"
"1419","ENSG00000163009"
"1420","ENSG00000115756"
"1421","ENSG00000115758"
"1422","ENSG00000115761"
"1423","ENSG00000143870"
"1424","ENSG00000162976"
"1425","ENSG00000134318"
"1426","ENSG00000169016"
"1427","ENSG00000134324"
"1428","ENSG00000071575"
"1429","ENSG00000151779"
"1430","ENSG00000079785"
"1431","ENSG00000197872"
"1432","ENSG00000163029"
"1433","ENSG00000178295"
"1434","ENSG00000240857"
"1435","ENSG00000236204"
"1436","ENSG00000183891"
"1437","ENSG00000118965"
"1438","ENSG00000068697"
"1439","ENSG00000115884"
"1440","ENSG00000055917"
"1441","ENSG00000118960"
"1442","ENSG00000270100"
"1443","ENSG00000118961"
"1444","ENSG00000119778"
"1445","ENSG00000224464"
"1446","ENSG00000173960"
"1447","ENSG00000163026"
"1448","ENSG00000115128"
"1449","ENSG00000219626"
"1450","ENSG00000115129"
"1451","ENSG00000198399"
"1452","ENSG00000084676"
"1453","ENSG00000184924"
"1454","ENSG00000138092"
"1455","ENSG00000138031"
"1456","ENSG00000271936"
"1457","ENSG00000115137"
"1458","ENSG00000224165"
"1459","ENSG00000119772"
"1460","ENSG00000138101"
"1461","ENSG00000143970"
"1462","ENSG00000187536"
"1463","ENSG00000218682"
"1464","ENSG00000084731"
"1465","ENSG00000084733"
"1466","ENSG00000199872"
"1467","ENSG00000084754"
"1468","ENSG00000138029"
"1469","ENSG00000173567"
"1470","ENSG00000138018"
"1471","ENSG00000213699"
"1472","ENSG00000115163"
"1473","ENSG00000119777"
"1474","ENSG00000084693"
"1475","ENSG00000272148"
"1476","ENSG00000228474"
"1477","ENSG00000138080"
"1478","ENSG00000138073"
"1479","ENSG00000138074"
"1480","ENSG00000138085"
"1481","ENSG00000084774"
"1482","ENSG00000115204"
"1483","ENSG00000115207"
"1484","ENSG00000234072"
"1485","ENSG00000115211"
"1486","ENSG00000115234"
"1487","ENSG00000163795"
"1488","ENSG00000115241"
"1489","ENSG00000213453"
"1490","ENSG00000115216"
"1491","ENSG00000138002"
"1492","ENSG00000243943"
"1493","ENSG00000176714"
"1494","ENSG00000198522"
"1495","ENSG00000119760"
"1496","ENSG00000163798"
"1497","ENSG00000243147"
"1498","ENSG00000171174"
"1499","ENSG00000158019"
"1500","ENSG00000225991"
"1501","ENSG00000075426"
"1502","ENSG00000163803"
"1503","ENSG00000213639"
"1504","ENSG00000163806"
"1505","ENSG00000171103"
"1506","ENSG00000163811"
"1507","ENSG00000265145"
"1508","ENSG00000189350"
"1509","ENSG00000119801"
"1510","ENSG00000172954"
"1511","ENSG00000237007"
"1512","ENSG00000273165"
"1513","ENSG00000162959"
"1514","ENSG00000162961"
"1515","ENSG00000021574"
"1516","ENSG00000152683"
"1517","ENSG00000229816"
"1518","ENSG00000091106"
"1519","ENSG00000119820"
"1520","ENSG00000272754"
"1521","ENSG00000115760"
"1522","ENSG00000276334"
"1523","ENSG00000276517"
"1524","ENSG00000279544"
"1525","ENSG00000018699"
"1526","ENSG00000049323"
"1527","ENSG00000152689"
"1528","ENSG00000119812"
"1529","ENSG00000150938"
"1530","ENSG00000171055"
"1531","ENSG00000205221"
"1532","ENSG00000279519"
"1533","ENSG00000115808"
"1534","ENSG00000008869"
"1535","ENSG00000152133"
"1536","ENSG00000055332"
"1537","ENSG00000218739"
"1538","ENSG00000115816"
"1539","ENSG00000272054"
"1540","ENSG00000003509"
"1541","ENSG00000115825"
"1542","ENSG00000163171"
"1543","ENSG00000115841"
"1544","ENSG00000138061"
"1545","ENSG00000232973"
"1546","ENSG00000119787"
"1547","ENSG00000213553"
"1548","ENSG00000143889"
"1549","ENSG00000143891"
"1550","ENSG00000115875"
"1551","ENSG00000152147"
"1552","ENSG00000163214"
"1553","ENSG00000188010"
"1554","ENSG00000115904"
"1555","ENSG00000229692"
"1556","ENSG00000225900"
"1557","ENSG00000011566"
"1558","ENSG00000231312"
"1559","ENSG00000138050"
"1560","ENSG00000227028"
"1561","ENSG00000183023"
"1562","ENSG00000143924"
"1563","ENSG00000115944"
"1564","ENSG00000057935"
"1565","ENSG00000152518"
"1566","ENSG00000279873"
"1567","ENSG00000115970"
"1568","ENSG00000138036"
"1569","ENSG00000138095"
"1570","ENSG00000138032"
"1571","ENSG00000138078"
"1572","ENSG00000143919"
"1573","ENSG00000068784"
"1574","ENSG00000171132"
"1575","ENSG00000250565"
"1576","ENSG00000119729"
"1577","ENSG00000151665"
"1578","ENSG00000119878"
"1579","ENSG00000171150"
"1580","ENSG00000260977"
"1581","ENSG00000180398"
"1582","ENSG00000068724"
"1583","ENSG00000143933"
"1584","ENSG00000236824"
"1585","ENSG00000095002"
"1586","ENSG00000230979"
"1587","ENSG00000116062"
"1588","ENSG00000138081"
"1589","ENSG00000170802"
"1590","ENSG00000162869"
"1591","ENSG00000243244"
"1592","ENSG00000115239"
"1593","ENSG00000143942"
"1594","ENSG00000068912"
"1595","ENSG00000119737"
"1596","ENSG00000068878"
"1597","ENSG00000170634"
"1598","ENSG00000115306"
"1599","ENSG00000115310"
"1600","ENSG00000162994"
"1601","ENSG00000203327"
"1602","ENSG00000143947"
"1603","ENSG00000085760"
"1604","ENSG00000162997"
"1605","ENSG00000115355"
"1606","ENSG00000163001"
"1607","ENSG00000275052"
"1608","ENSG00000272606"
"1609","ENSG00000138035"
"1610","ENSG00000028116"
"1611","ENSG00000115392"
"1612","ENSG00000119866"
"1613","ENSG00000115421"
"1614","ENSG00000162924"
"1615","ENSG00000201076"
"1616","ENSG00000237522"
"1617","ENSG00000162927"
"1618","ENSG00000162928"
"1619","ENSG00000162929"
"1620","ENSG00000212978"
"1621","ENSG00000237651"
"1622","ENSG00000173209"
"1623","ENSG00000115464"
"1624","ENSG00000270820"
"1625","ENSG00000082898"
"1626","ENSG00000170264"
"1627","ENSG00000115484"
"1628","ENSG00000173163"
"1629","ENSG00000170340"
"1630","ENSG00000266097"
"1631","ENSG00000115504"
"1632","ENSG00000115507"
"1633","ENSG00000270437"
"1634","ENSG00000143951"
"1635","ENSG00000014641"
"1636","ENSG00000169764"
"1637","ENSG00000143952"
"1638","ENSG00000197329"
"1639","ENSG00000119862"
"1640","ENSG00000260101"
"1641","ENSG00000119844"
"1642","ENSG00000283204"
"1643","ENSG00000252414"
"1644","ENSG00000179833"
"1645","ENSG00000115902"
"1646","ENSG00000011523"
"1647","ENSG00000138069"
"1648","ENSG00000172974"
"1649","ENSG00000138071"
"1650","ENSG00000198369"
"1651","ENSG00000232693"
"1652","ENSG00000143971"
"1653","ENSG00000197223"
"1654","ENSG00000243667"
"1655","ENSG00000115946"
"1656","ENSG00000221823"
"1657","ENSG00000273064"
"1658","ENSG00000115956"
"1659","ENSG00000204923"
"1660","ENSG00000169621"
"1661","ENSG00000163219"
"1662","ENSG00000198380"
"1663","ENSG00000169599"
"1664","ENSG00000115977"
"1665","ENSG00000196975"
"1666","ENSG00000087338"
"1667","ENSG00000124380"
"1668","ENSG00000059728"
"1669","ENSG00000179818"
"1670","ENSG00000169564"
"1671","ENSG00000115998"
"1672","ENSG00000116001"
"1673","ENSG00000116005"
"1674","ENSG00000143977"
"1675","ENSG00000035141"
"1676","ENSG00000163235"
"1677","ENSG00000075340"
"1678","ENSG00000144043"
"1679","ENSG00000124357"
"1680","ENSG00000124370"
"1681","ENSG00000124383"
"1682","ENSG00000124374"
"1683","ENSG00000075292"
"1684","ENSG00000281195"
"1685","ENSG00000144040"
"1686","ENSG00000135632"
"1687","ENSG00000135617"
"1688","ENSG00000135624"
"1689","ENSG00000163013"
"1690","ENSG00000214484"
"1691","ENSG00000116127"
"1692","ENSG00000230002"
"1693","ENSG00000144034"
"1694","ENSG00000273245"
"1695","ENSG00000280037"
"1696","ENSG00000144048"
"1697","ENSG00000124356"
"1698","ENSG00000114956"
"1699","ENSG00000235499"
"1700","ENSG00000187605"
"1701","ENSG00000257800"
"1702","ENSG00000163170"
"1703","ENSG00000114978"
"1704","ENSG00000065911"
"1705","ENSG00000188687"
"1706","ENSG00000204843"
"1707","ENSG00000005448"
"1708","ENSG00000239779"
"1709","ENSG00000115275"
"1710","ENSG00000204822"
"1711","ENSG00000135637"
"1712","ENSG00000115282"
"1713","ENSG00000115289"
"1714","ENSG00000115307"
"1715","ENSG00000115317"
"1716","ENSG00000115318"
"1717","ENSG00000115325"
"1718","ENSG00000159374"
"1719","ENSG00000272711"
"1720","ENSG00000159399"
"1721","ENSG00000115350"
"1722","ENSG00000115364"
"1723","ENSG00000005436"
"1724","ENSG00000270696"
"1725","ENSG00000200488"
"1726","ENSG00000163541"
"1727","ENSG00000186854"
"1728","ENSG00000034510"
"1729","ENSG00000176407"
"1730","ENSG00000152291"
"1731","ENSG00000042445"
"1732","ENSG00000115459"
"1733","ENSG00000042493"
"1734","ENSG00000168906"
"1735","ENSG00000115486"
"1736","ENSG00000118640"
"1737","ENSG00000168899"
"1738","ENSG00000168894"
"1739","ENSG00000168883"
"1740","ENSG00000168887"
"1741","ENSG00000168874"
"1742","ENSG00000115525"
"1743","ENSG00000068654"
"1744","ENSG00000132300"
"1745","ENSG00000208772"
"1746","ENSG00000132305"
"1747","ENSG00000132313"
"1748","ENSG00000115548"
"1749","ENSG00000115561"
"1750","ENSG00000239305"
"1751","ENSG00000153561"
"1752","ENSG00000187627"
"1753","ENSG00000183281"
"1754","ENSG00000231259"
"1755","ENSG00000204745"
"1756","ENSG00000222041"
"1757","ENSG00000234231"
"1758","ENSG00000125551"
"1759","ENSG00000185304"
"1760","ENSG00000222724"
"1761","ENSG00000172086"
"1762","ENSG00000172071"
"1763","ENSG00000153574"
"1764","ENSG00000144029"
"1765","ENSG00000144026"
"1766","ENSG00000275111"
"1767","ENSG00000115042"
"1768","ENSG00000232931"
"1769","ENSG00000174501"
"1770","ENSG00000231584"
"1771","ENSG00000158050"
"1772","ENSG00000084090"
"1773","ENSG00000204685"
"1774","ENSG00000135956"
"1775","ENSG00000144021"
"1776","ENSG00000144028"
"1777","ENSG00000121152"
"1778","ENSG00000196843"
"1779","ENSG00000114982"
"1780","ENSG00000114988"
"1781","ENSG00000158158"
"1782","ENSG00000168763"
"1783","ENSG00000163126"
"1784","ENSG00000213337"
"1785","ENSG00000168758"
"1786","ENSG00000144199"
"1787","ENSG00000135976"
"1788","ENSG00000277701"
"1789","ENSG00000230606"
"1790","ENSG00000196912"
"1791","ENSG00000135940"
"1792","ENSG00000115073"
"1793","ENSG00000228486"
"1794","ENSG00000075568"
"1795","ENSG00000235734"
"1796","ENSG00000040933"
"1797","ENSG00000183513"
"1798","ENSG00000115446"
"1799","ENSG00000071073"
"1800","ENSG00000135951"
"1801","ENSG00000144182"
"1802","ENSG00000158411"
"1803","ENSG00000185414"
"1804","ENSG00000115514"
"1805","ENSG00000158417"
"1806","ENSG00000135945"
"1807","ENSG00000273306"
"1808","ENSG00000115526"
"1809","ENSG00000115539"
"1810","ENSG00000071082"
"1811","ENSG00000204634"
"1812","ENSG00000158435"
"1813","ENSG00000163162"
"1814","ENSG00000196460"
"1815","ENSG00000071054"
"1816","ENSG00000115604"
"1817","ENSG00000115607"
"1818","ENSG00000135953"
"1819","ENSG00000170417"
"1820","ENSG00000135972"
"1821","ENSG00000135966"
"1822","ENSG00000272994"
"1823","ENSG00000135974"
"1824","ENSG00000071051"
"1825","ENSG00000115652"
"1826","ENSG00000153165"
"1827","ENSG00000214199"
"1828","ENSG00000135968"
"1829","ENSG00000214184"
"1830","ENSG00000169756"
"1831","ENSG00000153201"
"1832","ENSG00000163006"
"1833","ENSG00000172985"
"1834","ENSG00000228551"
"1835","ENSG00000204588"
"1836","ENSG00000175701"
"1837","ENSG00000175772"
"1838","ENSG00000169679"
"1839","ENSG00000153094"
"1840","ENSG00000172965"
"1841","ENSG00000227992"
"1842","ENSG00000271590"
"1843","ENSG00000270190"
"1844","ENSG00000226928"
